record_id,section_code,section_name,nfa_status,manufacturer_or_make,model,caliber_or_gauge,serial_number_range,date_or_year_range,atf_classification_details,first_published_edition,latest_published_edition,in_2025_publication,in_2018_publication,in_2007_publication,full_raw_entry
CR-SectionIV-0277,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Maxim,,cal.s.,,,"machineguns, produced by Maxim Nordenfeldt and Vickers Sons & Maxim from approximately 1885 through 1908, all cal.s.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Maxim, machineguns, produced by Maxim Nordenfeldt and Vickers Sons & Maxim from approximately 1885 through 1908, all cal.s."
CR-SectionIV-0278,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Maxim,model 1905,caliber 7.62mm,,,"machineguns, Russian model 1905, Russian manufacture having a brass water jacket in caliber 7.62mm, Russian rimmed.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Maxim, machineguns, Russian model 1905, Russian manufacture having a brass water jacket in caliber 7.62mm, Russian rimmed."
CR-SectionIV-0279,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Maxim,Model 1905,cal.,,,"machineguns, Russian Model 1905, Russian mfr. having a brass water jacket in cal.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Maxim, machineguns, Russian Model 1905, Russian mfr. having a brass water jacket in cal."
CR-SectionIV-0280,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),mm,,,,,"37mm, Mk. 1, anti-tank gun.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"37mm, Mk. 1, anti-tank gun."
CR-SectionIV-0281,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),mm,,,,,"7.62mm, Russian rimmed.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"7.62mm, Russian rimmed."
CR-SectionIV-0282,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Oerlikon,,,,prior to 1946,"20mm Automatic Cannon, all variations mfd. in the U.S. prior to 1946.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Oerlikon, 20mm Automatic Cannon, all variations mfd. in the U.S. prior to 1946."
CR-SectionIV-0283,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Oerlikon,,,,,"MG-FF and MG-FFM, 20mm aircraft cannon.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Oerlikon, MG-FF and MG-FFM, 20mm aircraft cannon."
CR-SectionIV-0284,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Oerlikon,,cal. 20mm,,,"MG-FF and MG-FFM, cal. 20mm aircraft cannon.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Oerlikon, MG-FF and MG-FFM, cal. 20mm aircraft cannon."
CR-SectionIV-0285,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Oerlikon,Model PCMP,caliber 9mm,S/N 2,prior to 1946,"20mm Automatic Cannon, all variations mfd. in the United States prior to 1946. * Phoenix Cartridge Company, Model PCMP submachinegun, caliber 9mm or .45, S/N 2.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Oerlikon, 20mm Automatic Cannon, all variations mfd. in the United States prior to 1946. * Phoenix Cartridge Company, Model PCMP submachinegun, caliber 9mm or .45, S/N 2."
CR-SectionIV-0286,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Phoenix Cartridge Company,Model PCMP,cal.,S/N 2,,"Model PCMP submachinegun, cal.’s 9mm or .45, S/N 2.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Phoenix Cartridge Company, Model PCMP submachinegun, cal.’s 9mm or .45, S/N 2."
CR-SectionIV-0287,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Pipe Pistol,,cal. .22 rimfire,S/N 420,,"S/N 420, cal. .22 rimfire (word ""pipe"" means smoking tobacco type).",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Pipe Pistol, S/N 420, cal. .22 rimfire (word ""pipe"" means smoking tobacco type)."
CR-SectionIV-0288,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Pipe Pistol,,cal. 7mm,S/N IRS-3579,,"S/N IRS-3579, cal. 7mm centerfire, marked drgm Bucksom (word ""pipe"" means smoking tobacco type).",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Pipe Pistol, S/N IRS-3579, cal. 7mm centerfire, marked drgm Bucksom (word ""pipe"" means smoking tobacco type)."
CR-SectionIV-0289,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),provisions of 26 U.S.C. Chapter 53,,,,,"the National Firearms Act, and 18 U.S.C.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2018),FALSE,TRUE,FALSE,"provisions of 26 U.S.C. Chapter 53, the National Firearms Act, and 18 U.S.C."
CR-SectionIV-0290,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Reinmetall MG17,,,,,7.9mm aircraft machinegun.,ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Reinmetall MG17, 7.9mm aircraft machinegun."
CR-SectionIV-0291,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Reising,model M-50,cal.,,,"submachineguns U.S. model M-50, .45 cal., Harrington & Richardson Arms, Worchester, MA, USA, Pat Pending.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Reising, submachineguns U.S. model M-50, .45 cal., Harrington & Richardson Arms, Worchester, MA, USA, Pat Pending."
CR-SectionIV-0292,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Reising,Model M-50,cal. .45,S/N IRS-3600,,"submachineguns U.S. Model M-50, cal. .45, Harrington & Richardson Arms, Worchester, MA, USA, Pat Pending. Revolver with shoulder stock (Veterinarian’s Pistol), S/N IRS-3600, cal. .22 Rimfire, mfd. by W.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Reising, submachineguns U.S. Model M-50, cal. .45, Harrington & Richardson Arms, Worchester, MA, USA, Pat Pending. Revolver with shoulder stock (Veterinarian’s Pistol), S/N IRS-3600, cal. .22 Rimfire, mfd. by W."
CR-SectionIV-0293,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Rexer,,,,,original British made Madsen type light machineguns mfd. at the British Arms Factory known as Rexer.,ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Rexer, original British made Madsen type light machineguns mfd. at the British Arms Factory known as Rexer."
CR-SectionIV-0294,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Rheinmetall,,cal. 7.9mm,,,"MG17, cal. 7.9mm, aircraft machinegun.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Rheinmetall, MG17, cal. 7.9mm, aircraft machinegun."
CR-SectionIV-0295,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Royal,model 1896,cal. 7.63mm,,,"selective fire pistol, cal. 7.63mm (.30 Mauser), copy of Mauser model 1896 pistol.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Royal, selective fire pistol, cal. 7.63mm (.30 Mauser), copy of Mauser model 1896 pistol."
CR-SectionIV-0296,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,,,,50mm Mortar Launcher.,ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian, 50mm Mortar Launcher."
CR-SectionIV-0297,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,cal. 7.62mm,,,"Degtyarev machineguns, models DA, DP, DPM, DT, and RP46, cal. 7.62mm.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian, Degtyarev machineguns, models DA, DP, DPM, DT, and RP46, cal. 7.62mm."
CR-SectionIV-0298,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,caliber 7.62mm,,,"Degtyarev machineguns, models DA, DP, DPM, DT, and RP46, caliber 7.62mm.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian, Degtyarev machineguns, models DA, DP, DPM, DT, and RP46, caliber 7.62mm."
CR-SectionIV-0299,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,cal. 50mm,,,"mortars, cal. 50mm, models PM38, PM39, PM40 and PM41.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian, mortars, cal. 50mm, models PM38, PM39, PM40 and PM41."
CR-SectionIV-0300,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,,,,"PPS 42, submachinegun.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian, PPS 42, submachinegun."
CR-SectionIV-0301,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,,,,"PPS 43, submachinegun.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian, PPS 43, submachinegun."
CR-SectionIV-0302,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,caliber 7.62mm,,,"PPS42, submachineguns, caliber 7.62mm.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian, PPS42, submachineguns, caliber 7.62mm."
CR-SectionIV-0303,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,cal. 7.62mm,,prior to 1946,"PPS43 submachineguns, cal. 7.62mm mfd. in the Soviet Union prior to 1946.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian, PPS43 submachineguns, cal. 7.62mm mfd. in the Soviet Union prior to 1946."
CR-SectionIV-0304,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,cal. 7.62mm,,,"PPSH41, cal. 7.62mm, submachineguns and all copies/variations produced in the Communist Bloc countries prior to the mid 1950's.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian, PPSH41, cal. 7.62mm, submachineguns and all copies/variations produced in the Communist Bloc countries prior to the mid 1950's."
CR-SectionIV-0305,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,,,,,"PSH41, 7.62mm submachineguns and all copies/variations produced in the Communist Bloc countries prior to mid 1950's.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian, PSH41, 7.62mm submachineguns and all copies/variations produced in the Communist Bloc countries prior to mid 1950's."
CR-SectionIV-0306,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,model 1910,cal.,,,"model 1910 (Maxim), machinegun, any cal., Russian manufacture.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Russian, model 1910 (Maxim), machinegun, any cal., Russian manufacture."
CR-SectionIV-0307,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,Model PPD,cal. 7.62mm,,,"Model PPD 1934/38 and PPD 1940, submachineguns, cal. 7.62mm, original Russian manufacture.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian, Model PPD 1934/38 and PPD 1940, submachineguns, cal. 7.62mm, original Russian manufacture."
CR-SectionIV-0308,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,model PPD,cal. 7.62mm,,,"model PPD 1943/38 and PPD 1940, submachineguns, cal. 7.62mm, original Russian manufacture.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian, model PPD 1943/38 and PPD 1940, submachineguns, cal. 7.62mm, original Russian manufacture."
CR-SectionIV-0309,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,Model SG43,cal. 7.62mm,,,"Model SG43 heavy machinegun, cal. 7.62mm, Russian manufacture.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian, Model SG43 heavy machinegun, cal. 7.62mm, Russian manufacture."
CR-SectionIV-0310,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian,model SG43,cal. 7.62mm,,,"model SG43 heavy machinegun, cal. 7.62mm, Russian manufacture.Russian (U.S.S.R.), Federov, automatic rifle, model 1916 AVF (Avtomat), cal. 6.5 x 5O.5SR (6.5mm Japanese), of Russian manufacture.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian, model SG43 heavy machinegun, cal. 7.62mm, Russian manufacture.Russian (U.S.S.R.), Federov, automatic rifle, model 1916 AVF (Avtomat), cal. 6.5 x 5O.5SR (6.5mm Japanese), of Russian manufacture."
CR-SectionIV-0311,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian (U.S.S.R.),model 1916,cal. 6.5 x 50.5,,,"Federov, automatic rifle, model 1916 AVF (Avtomat), cal. 6.5 x 50.5SR (6.5mm Japanese), of Russian manufacture.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian (U.S.S.R.), Federov, automatic rifle, model 1916 AVF (Avtomat), cal. 6.5 x 50.5SR (6.5mm Japanese), of Russian manufacture."
CR-SectionIV-0312,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian (U.S.S.R.),model 1936,cal. 7.62 x 54,,,"Simonov, automatic rifle, model 1936 AVS (AVS36), cal. 7.62 x 54R, of Soviet manufacture.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Russian (U.S.S.R.), Simonov, automatic rifle, model 1936 AVS (AVS36), cal. 7.62 x 54R, of Soviet manufacture."
CR-SectionIV-0313,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian (U.S.S.R.),model 1936,cal. 7.62 x 64,,,"Simonov, automatic rifle, model 1936 AVS (AVS36), cal. 7.62 x 64R, of Soviet manufacture.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Russian (U.S.S.R.), Simonov, automatic rifle, model 1936 AVS (AVS36), cal. 7.62 x 64R, of Soviet manufacture."
CR-SectionIV-0314,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian (U.S.S.R.),model 1940,cal. 7.62 x 54,,,"Tokarev, automatic rifle, model 1940 AVT (AVT40), cal. 7.62 x 54R, of Soviet manufacture.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Russian (U.S.S.R.), Tokarev, automatic rifle, model 1940 AVT (AVT40), cal. 7.62 x 54R, of Soviet manufacture."
CR-SectionIV-0315,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Russian (U.S.S.R.),model APS,cal. 9 x 18,,,"Stechkin, automatic pistol, model APS, cal. 9 x 18 (Makarov), of Soviet manufacture.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Russian (U.S.S.R.), Stechkin, automatic pistol, model APS, cal. 9 x 18 (Makarov), of Soviet manufacture."
CR-SectionIV-0316,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Sedgley,,,S/N IRS-3580,,"Glove Pistol .38 centerfire, S/N IRS-3580, single shot, marked MK2S, mfd. by Sedgley, Philadelphia, for the U.S. Marines.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Sedgley, Glove Pistol .38 centerfire, S/N IRS-3580, single shot, marked MK2S, mfd. by Sedgley, Philadelphia, for the U.S. Marines."
CR-SectionIV-0317,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Simonov PTRS 1941,Model 76,cal. 14.5mm,S/Ns,prior to 1975,"cal. 14.5mm, anti-tank rifle. Smith & Wesson, Model 76 submachineguns, cal. 9mm Parabellum, all S/Ns, originally mfd. by Smith & Wesson prior to 1975. Smith & Wesson, Model 76 submachinegun, cal. 9mm Parabellum, S/N range from U100 to U6100.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Simonov PTRS 1941, cal. 14.5mm, anti-tank rifle. Smith & Wesson, Model 76 submachineguns, cal. 9mm Parabellum, all S/Ns, originally mfd. by Smith & Wesson prior to 1975. Smith & Wesson, Model 76 submachinegun, cal. 9mm Parabellum, S/N range from U100 to U6100."
CR-SectionIV-0318,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Simonov-PTRS 1941,Model 76,cal. 9mm,S/Ns,prior to 1975,"14.5mm anti-tank rifle. Smith & Wesson, Model 76 submachineguns, 9mm parabellum caliber, all S/Ns, originally manufactured by Smith & Wesson prior to 1975. Smith & Wesson, Model 76 submachinegun, cal. 9mm parabellum, S/N range from U100 to U6100.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Simonov-PTRS 1941, 14.5mm anti-tank rifle. Smith & Wesson, Model 76 submachineguns, 9mm parabellum caliber, all S/Ns, originally manufactured by Smith & Wesson prior to 1975. Smith & Wesson, Model 76 submachinegun, cal. 9mm parabellum, S/N range from U100 to U6100."
CR-SectionIV-0319,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Solothurn,,,,,"models S18-100, S18-1000 and S18-1100 20mm semiautomatic, antitank rifle.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Solothurn, models S18-100, S18-1000 and S18-1100 20mm semiautomatic, antitank rifle."
CR-SectionIV-0320,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Solothurn,,cal. 20mm,,,"Models S18-100, S18-1000 and S18-1100, cal. 20mm, semiautomatic, anti-tank rifles.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Solothurn, Models S18-100, S18-1000 and S18-1100, cal. 20mm, semiautomatic, anti-tank rifles."
CR-SectionIV-0321,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Solothurn Maschinengewehr,Model 30,cal. 7.92mm,,mfd. between 1930,"Model 30 (MG30), cal. 7.92mm, machinegun, mfd. between 1930­ 1935, by Waffenfabrik Solothurn AG, Solothurn, Switzerland.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Solothurn Maschinengewehr, Model 30 (MG30), cal. 7.92mm, machinegun, mfd. between 1930­ 1935, by Waffenfabrik Solothurn AG, Solothurn, Switzerland."
CR-SectionIV-0322,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Solothurn Maschinengewehr,Model 38,,,mfd. between 1930 - 1935,"Model 38 (MG38), 7.92mm machinegun, mfd. between 1930 - 1935, by Waffenfabrik Solothur AG, Solothurn, Switzerland.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Solothurn Maschinengewehr, Model 38 (MG38), 7.92mm machinegun, mfd. between 1930 - 1935, by Waffenfabrik Solothur AG, Solothurn, Switzerland."
CR-SectionIV-0323,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Springer,,cal.,S/N 1254946,,".32 cal., Knife-Pistols, marked ""C-16"" and ""C-12"" on the left and right extractors, respectively, with ""BAZAAR"" marked on the left side of the blade. Some devices are marked ""Solingen"" on the left side of the blade and ""Made in Germany"" on the other. * Springfield, .50 caliber M3 aircraft basic machinegun, S/N 1254946.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Springer, .32 cal., Knife-Pistols, marked ""C-16"" and ""C-12"" on the left and right extractors, respectively, with ""BAZAAR"" marked on the left side of the blade. Some devices are marked ""Solingen"" on the left side of the blade and ""Made in Germany"" on the other. * Springfield, .50 caliber M3 aircraft basic machinegun, S/N 1254946."
CR-SectionIV-0324,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Springer,,cal. .32,,,"cal. .32, Knife-Pistols, marked ""C-16"" and ""C-12"" on the left and right extractors, respectively, with ""BAZAR"" marked on the left side of the blade. Some devices are marked ""Solingen"" on the left side of the blade and ""Made in Germany"" on the other.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Springer, cal. .32, Knife-Pistols, marked ""C-16"" and ""C-12"" on the left and right extractors, respectively, with ""BAZAR"" marked on the left side of the blade. Some devices are marked ""Solingen"" on the left side of the blade and ""Made in Germany"" on the other."
CR-SectionIV-0325,Section IV,NFA Firearms Classified as Curios or Relics Under 26 U.S.C. Chapter 53 (NFA) and 18 U.S.C. Chapter 44 (GCA),NFA Regulated (Subject to NFA & GCA),Springfield,,cal. .50,S/N 1254946,,"cal. .50, M3 aircraft basic machinegun, S/N 1254946.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Springfield, cal. .50, M3 aircraft basic machinegun, S/N 1254946."
